Date,Close,High,Low,Open,Volume
2015-01-02,94.784423828125,95.94459334944423,94.32403709031587,95.5394577971342,31314600
2015-01-05,93.39405059814453,94.4805635418085,93.12702545669941,94.37006819967621,36521300
2015-01-06,92.1418228149414,93.68872289409231,91.72747746470013,93.53219305288523,66205500
2015-01-07,93.32962799072266,93.55061172404251,92.52855229813711,92.7495430564032,37577400
2015-01-08,95.11592102050781,95.30007294085011,94.02019812711839,94.1214837907903,40212600
2015-01-09,94.4897689819336,95.43816446139753,93.93729932113123,95.41054238334613,41410100
2015-01-12,93.50457000732422,94.77523515665335,93.26516688355646,94.67394948986491,34129800
2015-01-13,93.47692108154297,95.41055101948777,92.7218871050401,94.41611396996373,56162300
2015-01-14,92.96131134033203,93.44011759537268,92.14182331434077,92.53775628391655,51354200
2015-01-15,91.7551040649414,93.54140033323955,91.6446086878003,93.39408018866418,51005400
2015-01-16,92.83238220214844,92.95208022586452,91.48805376101762,91.63537386521094,35362200
2015-01-20,93.56900787353516,93.80840393139471,92.34437740277916,93.39405865630017,30964100
2015-01-21,94.04780578613281,94.48978016208095,92.96129276291072,93.29277178863572,40128800
2015-01-22,95.7880630493164,95.88934869310626,93.58741501596248,94.41611254472305,40887200
2015-01-23,95.9998550415039,96.29450230495121,95.5026364672594,95.77886432520977,34783000
2015-01-26,95.88937377929688,96.06432303251142,95.40136483606251,95.88937377929688,19960900
2015-01-27,93.40328979492188,94.43455188070492,93.09022307249053,94.37930770466542,45253200
2015-01-28,92.92445373535156,95.00540367352316,92.90604135755528,94.90411803328402,43591700
2015-01-29,93.81763458251953,93.99258383881964,92.04054100650829,92.85081935815559,46539700
2015-01-30,93.09019470214844,94.45294250369314,92.96128698071172,93.734740334276,42927600
2015-02-02,93.90049743652344,93.98336369085976,91.84716916030952,93.30199317485067,43624700
2015-02-03,94.8028335571289,94.86728741762307,93.6242446652676,94.24116119070376,30750400
2015-02-04,94.71997833251953,95.34610463224394,94.2043403636646,94.416121372739,34073200
2015-02-05,95.53947448730469,95.60392836085991,94.71998651284036,94.9593826003624,23605500
2015-02-06,94.9593505859375,95.91695568801642,94.61866895126472,95.68676235650541,34169300
2015-02-09,94.65552520751953,95.10670228698241,94.42533181647492,94.59107133902484,22604700
2015-02-10,96.12874603271484,96.25765374895576,95.03302341972335,95.18035053825221,23686500
2015-02-11,96.47865295410156,96.69963664257362,96.0550979574698,96.23924986037237,20303600
2015-02-12,97.60198974609375,97.63882152861387,96.95745111435194,97.10477121948827,22520300
2015-02-13,98.43989562988281,98.45830800841594,97.69406433782487,97.87822324787676,29030200
2015-02-17,98.53196716308594,98.59642102248372,98.19127846344401,98.43989122465248,17675300
2015-02-18,98.67010498046875,98.72534914996024,98.28337471919264,98.41228246463625,15149600
2015-02-19,99.15809631347656,99.22255017478156,98.57800453678752,98.60562661664052,19828100
2015-02-20,99.82109069824219,99.8763348780757,98.78061181173416,99.09367855566599,28336700
2015-02-23,99.92235565185547,99.94998476293036,99.54484209984598,99.76582581382583,17868000
2015-02-24,99.99598693847656,100.115691972973,99.48956579811194,99.79341567235338,19745000
2015-02-25,99.74739074707031,100.23539955756071,99.52640005840205,99.84867638980725,19472300
2015-02-26,100.25381469726562,100.30906588342657,99.5724442841304,99.84867914010252,22255500
2015-02-27,99.81182861328125,100.28142497026738,99.65529883593351,100.21696409436113,27757600
2015-03-02,100.71421813964844,100.75104992821461,99.98680612159359,100.00522552834936,22988600
2015-03-03,100.24462890625,100.51165410535081,99.60929284546032,100.41036844276273,20788900
2015-03-04,99.85787963867188,100.06045092530657,99.31462666537344,99.91313082362755,21007400
2015-03-05,100.03284454345703,100.33670152109335,99.61849922845853,100.11571782142383,15381000
2015-03-06,98.90028381347656,100.09728513406495,98.65167103750792,99.90392354439169,30990400
2015-03-09,99.18572998046875,99.43433575313254,98.69772111287125,99.10285670628427,26237100
2015-03-10,97.34417724609375,98.50435384336431,97.34417724609375,98.47672473692799,34234500
2015-03-11,96.78254699707031,97.61124492752425,96.7457151973893,97.4915398223241,25459700
2015-03-12,97.41783905029297,97.52832737426093,96.64438565779581,96.70883952175855,21473200
2015-03-13,96.99427795410156,97.71248719124563,96.38657109183427,97.3257569789544,42021100
2015-03-16,98.24653625488281,98.28336804035598,97.2521061468863,97.35339180070133,25674100
2015-03-17,98.40308380126953,98.55961363784543,97.74933534414767,97.97952875968124,19603800
2015-03-18,99.369873046875,99.82105711353667,97.62961171816346,98.13603994607178,40622200
2015-03-19,99.51719665527344,99.79342447667628,99.32383507280825,99.47115517256765,31314000
2015-03-20,100.161376953125,100.65973902686976,100.14292222792,100.33672852752615,31761400
2015-03-23,99.96757507324219,100.38287329917341,99.93065858009923,100.10601016225297,17268500
2015-03-24,99.607666015625,100.41980788781325,99.58921128627857,99.95836220202625,22445300
2015-03-25,97.328125,99.85684543333782,97.2912084995225,99.76455770269531,41581400
2015-03-26,96.99584197998047,97.54957516769701,96.20215516251695,96.52516560192663,47846300
2015-03-27,97.38348388671875,97.61420670463195,96.8297505319474,96.97741651514062,33878400
2015-03-30,98.50017547607422,98.58323229979402,97.97412780254675,97.97412780254675,30570200
2015-03-31,97.45730590820312,98.42634445080107,97.42962029974618,98.22330726731572,30488100
2015-04-01,96.94974517822266,97.47579299887474,96.32217873945326,97.4573312277065,32970500
2015-04-02,97.01433563232422,97.32811529343591,96.70054893011073,97.04202124464562,19164200
2015-04-06,97.80802917480469,98.07566147233396,96.29448087055334,96.44214686749582,24451100
2015-04-07,97.64187622070312,98.47247253549648,97.64187622070312,97.7526186407556,19379400
2015-04-08,98.41712951660156,98.5555646224212,97.66958980271828,97.67881364629814,25866900
2015-04-09,99.03546142578125,99.0723779220708,98.03874419037007,98.37097857477265,23114700
2015-04-10,99.4415283203125,99.45075920396194,98.77704551957738,98.99853743945536,17164300
2015-04-13,99.19237518310547,100.02297184717622,99.08162567538135,99.51538577925554,17783500
2015-04-14,98.90623474121094,99.3769111606041,98.34327062260935,99.09081718072792,23755700
2015-04-15,99.52458953857422,99.7368576252643,99.04468918415964,99.16466251248791,21128600
2015-04-16,99.38614654541016,99.56149106951989,99.11850727681059,99.25694235244491,16195300
2015-04-17,97.83570861816406,98.70322165162654,97.41117946538417,98.43558937097764,46514000
2015-04-20,99.30308532714844,99.47843689702665,98.28790648063895,98.32482297119756,28945900
2015-04-21,99.72762298583984,100.05064054573958,99.60764966202932,99.87528896077701,22759800
2015-04-22,100.27210998535156,100.43823064935987,99.33998809057718,99.98600898333191,21429200
2015-04-23,100.6505126953125,101.10273445594463,99.91220395501102,99.93065868105059,29473200
2015-04-24,102.01640319824219,102.1548382988182,101.54572667272441,101.71184738519528,32508100
2015-04-27,101.75801086425781,102.58861455801687,101.53651185185352,102.39480116188741,31121300
2015-04-28,101.55496978759766,102.0256463698003,100.69668050998229,101.83183298099138,36849200
2015-04-29,100.91815185546875,101.58263464962477,100.36441854070577,100.99198484173077,34043900
2015-04-30,99.33077239990234,100.75202562241908,98.8047247236092,100.34595830248625,44080500
2015-05-01,100.64131164550781,100.70591376292866,99.69995845897219,99.71842023029399,32874300
2015-05-04,100.80742645263672,101.43499285971426,100.75204818303126,100.96431629413053,23507300
2015-05-05,99.16466522216797,100.59514952264628,99.11852488282777,100.4105740830821,47843300
2015-05-06,98.48175811767578,99.62614168748087,97.82650595104933,99.34004755530556,42687200
2015-05-07,99.07237243652344,99.3492426228142,98.38020401189785,98.45403700038888,29335800
2015-05-08,100.30905151367188,100.52131255666963,99.94912449197884,100.09678342957272,33023300
2015-05-11,99.92141723632812,100.57667611964371,99.84759129887176,100.37363894916287,19679300
2015-05-12,99.46919250488281,99.97678537975005,98.56476325288257,99.33075744436451,33665000
2015-05-13,99.67224884033203,100.41978845348218,99.52458286972897,99.90297163857353,20738400
2015-05-14,101.13040924072266,101.2134660606621,100.11523043078299,100.48438124086988,23904200
2015-05-15,101.13040924072266,101.5272526985564,100.8812246987036,101.38881762422362,23937400
2015-05-18,101.5733871459961,101.7764243044439,100.8904497375716,100.96428271175262,17631100
2015-05-19,101.462646484375,101.8410281616859,101.29652581013849,101.68413836965699,14212900
2015-05-20,101.52725982666016,102.13636433894828,100.99198125691241,101.53648366878966,21131900
2015-05-21,102.05331420898438,102.19174930211935,101.20425596470517,101.35191490057484,16771800
2015-05-22,101.95179748535156,102.32095539346784,101.86873361150221,101.93333571733994,13543800
2015-05-26,100.77972412109375,101.86873610407747,100.3736567492213,101.73030804611051,25488400
2015-05-27,102.40402221679688,102.51477171236697,100.8627953692327,101.08428731927073,30572700
2015-05-28,102.17329406738281,102.45016427135576,101.85951440790845,102.210210563986,17302400
2015-05-29,101.5641860961914,102.24712365786803,101.32423239680715,102.10868856048859,30383000
2015-06-01,101.90565490722656,102.18252511163257,101.07505133511035,102.10869211831073,24570200
2015-06-02,101.58265686035156,102.0810190649339,101.0289234245165,101.52728562909886,19449600
2015-06-03,101.88720703125,102.26558882554205,101.63802242230685,102.04409687178324,20507200
2015-06-04,101.11196899414062,101.96103434489895,100.78895844602152,101.31500620755888,31374600
2015-06-05,100.87201690673828,101.23194393261042,100.25367441514892,100.99199023499517,22641700
2015-06-08,99.84760284423828,100.89969826647415,99.64456565028027,100.82586527938011,24549200
2015-06-09,99.6814956665039,100.04142272603815,98.93394889269253,99.60766266939378,27554600
2015-06-10,101.04735565185547,101.34268055460704,99.9122034173514,100.02294585519508,30297900
2015-06-11,101.19505310058594,101.65649884473717,101.01970146465541,101.38885946819705,17593500
2015-06-12,100.36441040039062,100.87200333839604,100.22597532265274,100.65973528038454,27201800
2015-06-15,99.8660659790039,100.02295580896268,99.03546240701363,99.61688842795772,31238800
2015-06-16,100.41056060791016,100.57668129766508,99.71839224078145,99.7645325739296,16456900
