strategy,params,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,profit_factor,trade_count,win_rate,avg_trade_return,avg_hold_days,z_annual,z_sharpe,z_calmar,z_mdd,z_trade,base_score,neighbor_score,robustness_score
breakout_trend,"{'breakout_window': 10, 'exit_window': 3}",0.19446310530380506,0.02248317876733119,-0.11288142604900497,0.3084675820813108,0.1991751836796482,0.19869739774236939,1.3507483531802957,87,0.4827586206896552,0.0025912323282043987,10.160919540229886,-0.822485470025718,-0.9936263003765765,-0.5568644156765917,0.6602521382289434,1.9417577023605272,-0.4467996556861825,0.509898276996857,-0.06412048261296671
breakout_trend,"{'breakout_window': 10, 'exit_window': 5}",0.28918342615422654,0.03229311953153835,-0.12248668391623141,0.37967235680637335,0.26364596133260987,0.2812198659199181,1.3630734347846174,68,0.47058823529411764,0.0034601159109007166,15.794117647058824,-0.14122051834780527,-0.42958565834220896,0.09740422772819227,0.4108253742324734,1.3561482365692572,-0.010398552194232052,0.6423744466405016,0.2507106473396614
breakout_trend,"{'breakout_window': 15, 'exit_window': 3}",0.26791434649900747,0.03014660633661581,-0.11659312019899515,0.43308131931350374,0.2585624802317935,0.2755230136296234,1.4987375426853835,79,0.4936708860759494,0.0033710792555368256,10.278481012658228,-0.2902881063347234,-0.006512548157815567,0.04581554825687853,0.563867858538178,1.892956913544588,0.1161561204911502,0.4395288049746904,0.24550519428456627
breakout_trend,"{'breakout_window': 15, 'exit_window': 5}",0.3356030049651255,0.03687230342385872,-0.1088213701748284,0.4800890373313854,0.3388332950101716,0.33807854348245914,1.4948454166887184,61,0.4918032786885246,0.004468508490464407,16.147540983606557,0.1767872625460729,0.36585382128516003,0.8604276717952011,0.7656825818816904,1.0145427148576829,0.5346394029960042,0.5742447022417221,0.5504815226942914
breakout_trend,"{'breakout_window': 15, 'exit_window': 10}",0.4487970420924672,0.047480459061442604,-0.14874133369334308,0.5257946831870687,0.3192149611844417,0.40569641146007746,2.0814496965430753,42,0.5,0.01038901145662664,29.047619047619047,0.9134853539554401,0.7279059720373633,0.6613349801091275,-0.27094834015261987,0.08732772735483858,0.5758010104721998,0.5690995013071976,0.5731204068061988
breakout_trend,"{'breakout_window': 20, 'exit_window': 3}",0.3688151396205783,0.04006390502023027,-0.09599828582769832,0.5849488474048589,0.4173397959640511,0.3658056182539468,1.7659937732663435,73,0.4931506849315068,0.00432005292110438,10.493150684931507,0.3984324650594791,1.1964890536247967,1.6571350134382488,1.098669002170478,1.6001521806489531,1.1176465450698905,0.31434250190234786,0.7963249278028735
breakout_trend,"{'breakout_window': 20, 'exit_window': 5}",0.4355232283439818,0.04627480629628011,-0.09470652410356806,0.6209284013809647,0.488612656142627,0.42693780170645396,1.7208362908085681,56,0.48214285714285715,0.0056287275856626556,16.571428571428573,0.8297571243421036,1.4814970576968873,2.3804332151697047,1.1322131246873413,0.770538770777987,1.4553556094290185,0.504100126570903,1.0748534162857724
breakout_trend,"{'breakout_window': 20, 'exit_window': 10}",0.5120211898906206,0.05309372119706013,-0.15967806749250435,0.6060135589610082,0.33250478309773174,0.4565786820922728,2.0860507364935548,39,0.48717948717948717,0.0103383959665218,29.692307692307693,1.30330613366185,1.3633508051895724,0.7962040490244147,-0.5549505145787097,-0.05907463909297895,0.8476864780869825,0.6004437252931829,0.7487893769694627
breakout_trend,"{'breakout_window': 20, 'exit_window': 15}",0.6081222174902257,0.061244596850805744,-0.18614412854143536,0.6430819412806081,0.32901707580410094,0.5062204265410946,2.630768330570061,28,0.5,0.02259058712947955,46.214285714285715,1.8693550061119448,1.6569838409438922,0.7608097571813728,-1.2422141002542135,-0.5958833160683099,0.9385100622649494,0.8318535431546119,0.8958474546208144
breakout_trend,"{'breakout_window': 30, 'exit_window': 3}",0.16194940744066932,0.018958494437708806,-0.10713520861180859,0.3141722304101339,0.1769585805017901,0.18046806921565348,1.5945661664580222,68,0.47058823529411764,0.003447905918943891,10.514705882352942,-1.0672620652383356,-0.9484375680423511,-0.7823251182057769,0.8094683737940844,1.3561482365692572,-0.5577003983761579,0.3262936653594366,-0.2041027728819201
