strategy,params,train_robustness_score,train_annual_return,train_sharpe,train_calmar,train_max_drawdown,train_trade_count,test_annual_return,test_sharpe,test_calmar,test_max_drawdown,test_trade_count,test_win_rate,test_score
breakout_trend,"{'breakout_window': 55, 'exit_window': 20}",0.8929832715692239,0.06015719289201127,0.6599461199794652,0.41785227659690494,-0.14396760831829547,16,0.06914990810260391,0.731510011847854,0.7129672808129174,-0.09698889410992317,6,0.6666666666666666,1.435822618246009
rsi_reversion,"{'rsi_window': 21, 'buy_threshold': 35, 'sell_threshold': 75}",0.9792061056518137,0.09739043954465143,0.596634259911682,0.3294474251975298,-0.29561754652129446,10,0.1351862166844986,1.0100554186812247,0.8618730390313757,-0.15685165977163984,4,1.0,1.0893569401344665
ma_cross,"{'short_window': 25, 'long_window': 200}",0.9158275960988798,0.1171544176249486,0.727254086917347,0.41021403339844276,-0.2855933929280181,5,0.13528831754437554,0.9522023723463228,0.9978679005038024,-0.13557738201225966,1,1.0,1.028279831577977
trend_pullback,"{'rsi_buy': 50, 'rsi_sell': 65}",0.4272569691887261,0.0031507019992993435,0.07984699656721601,0.0172084967601184,-0.18308990280901594,59,0.09332005257891418,1.3278611753555996,1.173827344291057,-0.07950066339208994,22,0.6818181818181818,0.7383309816175201
